shop,title,price,place,buy_num
1007,奇圣旗舰店,奇圣 西藏美食 牦牛肉片灯影牛肉片 麻辣／五香 零食小吃168g,34.90,西藏,31.0
1008,奇圣旗舰店,【西藏美食】奇圣 高原美食 藏式风味 休闲零食 牦牛肉粒168g,32.80,西藏,69.0
1009,当当网官方旗舰店,意大利经典食材：探索意大利美食艺术的真谛[精装大本],99.00,北京,2.0
1010,千味源食品专营店,欧式蛋糕整箱早餐面包手撕懒人速食糕点心早点小零食品好吃的,9.90,未知,27.0
1011,零肆零食品专营店,满减【百草味-蔓越莓曲奇100g】网红美食手工饼干点心办公室零食,13.80,未知,204.0
1012,咀香园旗舰店,老字号咀香园杏仁饼纯正口味休闲零食饼干广东中山特产美食手信,13.80,广东,76.0
1013,西海天下食品专营店,百草味肉类零食大礼包女生美食小吃网红充饥夜宵整箱小吃休闲食品,88.80,未知,1.0
1014,小欧食品专营店,手工小麻花袋装网红特产消磨时间耐吃的年货美食零食小吃休闲食品,6.90,湖北,170.0
1015,返农归真,南瓜子饼佰味良田无糖精零食孕妇食品哺乳期营养美食休闲特产小吃,65.10,山东,529.0
1016,唐饼家旗舰店,【唐饼家】上海 手工制作 风味糕点 美食 葱香蛋糕饼,14.00,上海,94.0
1017,可心亚兰,再回首酿皮凉皮5份装甘肃兰州面皮特产小吃兰州美食西北特产,88.00,甘肃,347.0
1018,众望食品旗舰店,众望小麻花独立小包装袋装零食小吃手工食品海苔味糕点350g,19.90,湖北,23.0
1019,零肆零食品专营店,百草味-韩式辣年糕160g甜辣年糕零食糕点特产美食小吃休闲零食,10.80,未知,57.0
1020,羊小妮旗舰店,羊小妮贵州特产小吃水城羊肉粉带调料包邮 非遵义米粉米线,13.80,贵州,590.0
1021,李荣an艺术,正宗鲍师傅海苔肉松小贝网红糕点南京特产美食国内代购顺丰快递,29.80,江苏,998.0
1022,雾里成熟,台湾美食三仁肉纸超薄猪肉纸肉脯老铺断货王肉干零食特产特色好吃,45.00,福建,951.0
1023,山疙瘩食品专营店,百草味山药脆片45g网红小吃好吃的零食排行榜美食糕点点心3包装,15.80,未知,96.0
1024,zjs2009jiayou,香酥猪油渣温州特产干炸五花肉渣子猪肉条脂渣粕生酮小吃零食,68.00,浙江,684.0
1025,三圣宫食品旗舰店,三圣宫香辣鸭胗鸭肫零食达州七星椒特产美食好吃的卤菜熟食鸭肫胗,33.90,未知,10.0
1026,山疙瘩食品专营店,百草味黄金玉米豆70g网红美食好吃的零食排行榜小吃糕点点心2包装,11.80,未知,81.0
1027,游牧园旗舰店,内蒙古手撕风干牛肉干特干超风干牛肉干桶装草原特产品游牧园,32.00,未知,48.0
1028,吴佳米粉,吴佳鸡肉拌米粉干粉组合（中辣10份）新疆正宗美食特产 加量装,150.00,新疆,109.0
1029,宣城琪瑞食品专营店,美食安徽水阳腊味鸭脚包咸鸭掌鸭爪鸭翅干子三宝火锅套餐腊味煲仔,18.00,未知,114.0
1030,颜如玉食品专营,百草味麻辣豆皮65g*5袋辣条小零食麻辣好吃的排行榜休闲食品,16.90,河南,1.0
1031,爱懒猫食品专营店,百草味-香辣卤藕180g零食特产莲藕小吃即食美食脆藕片休闲食品,11.80,未知,21.0
1032,不错不错_007,重荣脆皮五花肉 烤肉 猪肉熟食即食特产美食舌尖抖音网红特色小吃,34.80,重庆,5500.0
1033,老四川旗舰店,【老四川 山椒牛肉60g】牛肉干金角重庆特产美食麻辣零食小吃,13.50,重庆,1.0
1034,戴记徽尚坊文友专卖店,广式广味腊肠香肠甜咸腊肠腌制风干香肠腊味腊肠500g做煲仔饭,38.00,未知,646.0
1035,ethiopia的云,全国包邮-婷子低卡美食铺无加糖无油低脂铁罐盒子蛋糕3盒装木糖醇,110.00,江苏,392.0
1037,金菜地旗舰店,金菜地120g*20袋茶干原味豆腐干素香干炒菜方便速食安徽特产包邮,44.90,安徽,5500.0
1038,heyechao2008,韩国进口 韩美禾香蕉味夹心打糕点心186g 糯米早餐办公休闲零食品,19.80,山东,27.0
1039,忆江南食品专营店,美味腊味安徽水阳特产三宝鸭脚包腌鸭爪鸭掌裹鸭肠小吃下酒菜,18.00,未知,148.0
1040,亿优食品专营店,蛋黄酥雪媚娘海鸭蛋网红零食休闲食品早餐糕点美食小吃面包充饥,14.90,福建,10000.0
1041,天天想周周,爽螺鲜正宗柳州螺蛳粉广西特产原味螺狮粉美食10袋礼盒装整箱包邮,108.00,广西,259.0
1042,优卓丽食品旗舰店,自贡冷吃牛肉100g麻辣牛蹄筋卤味肉类零食休闲美食熟食真空即食,19.80,未知,253.0
1043,youbao_sc,台湾趸泰大甲芋头酥手工软糯糕点芋泥香芋紫晶酥早餐点心礼盒,79.00,福建,643.0
1044,宣城琪瑞食品专营店,美食百家兴五香酱牛肉常州溧阳美食熟食真空独立装200g做火锅,25.80,未知,118.0
1045,zhang416785927,正宗温州特产拍手鸭舌头500克称重原味小吃美食酱鸭舌头年货团购,100.00,浙江,254.0
1046,老四川旗舰店,【老四川 烧烤牛肉180g】牛肉干麻辣重庆四川特产美食零食小吃,29.80,重庆,18.0
1047,小养旗舰店,小养一口奶棒蛋糕500g整箱早餐办公室零食品网红美食,24.90,福建,3949.0
1048,雾里成熟,台湾特产 百年名店 台中犁记饼店 招牌蛋黄酥10入传统糕点品,108.00,福建,212.0
1049,西海天下食品专营店,百草味抹茶味夹心麻薯210g*5袋糕点美食晚上解饿零食点心糯米糍粑,16.20,未知,6.0
1050,戴记徽尚坊文友专卖店,美食鸭脚包腊鸭掌腌鸭爪鸭翅大个香辣三宝零食腊味小吃火锅下酒菜,29.90,未知,59.0
1051,辣小鸭旗舰店,辣小鸭麻辣鸭肚小吃东北特产 香辣零食鸭货休闲食品熟食 即食,20.90,吉林,55.0
1052,湘巧家旗舰店,湘巧家牙签牛肉湖南特产美食零食小吃休闲食品香辣熟食麻辣味70g,8.95,湖南,708.0
1053,唐饼家旗舰店,【唐饼家】 上海 手工制作 风味糕点 美食 桂圆蛋糕饼,14.00,上海,77.0
1054,卿本食品专营店,百草味韩式辣年糕160g 甜辣风味特色糕点速食杯 特产小吃夜宵,9.90,上海,38.0
1055,youbao_sc,台湾大甲师芋头流心酥爆浆蛋黄酥芋头酥进口网红糕点心特产,60.00,福建,354.0
1056,周黑鸭食品旗舰店,【周黑鸭】锁鲜乐享盒装卤鸭脖180g*2锁骨190g鸭翅160g 特产,89.40,未知,6000.0
1057,周黑鸭食品旗舰店,【周黑鸭旗舰店_满减】鸭脖215g锁骨200g鸭翅180g 真空零食品,64.80,未知,102.0
1058,奇圣旗舰店,奇圣 灯影牛肉丝 藏式麻辣/五香味 西藏美食 龙须牦牛肉丝106g,24.90,西藏,39.0
1059,奇圣旗舰店,牛肉干 牦牛肉片 奇圣西藏美食 袋装牛肉大片 零食食品106g,27.90,西藏,64.0
1060,当当网官方旗舰店,【当当网 正版书籍】全球美食发现之旅系列：东京味道 110道日式料理的家常美味,64.00,北京,8.0
1061,当当网官方旗舰店,DK治愈系美食[精装大本],81.30,北京,5.0
1062,山疙瘩食品专营店,百草味山核桃仁小酥210g网红小吃美食糕点心消磨时间耐吃的小零食,18.80,未知,37.0
1063,零趣食品旗舰店,千丝手撕面包整箱早餐全麦美食网红小吃的蛋糕点心懒人速食零食品,10.10,福建,214.0
1064,忆江南食品专营店,年货节腊味美食腊鸭腿腌制风干咸鸭腿咸鸭肉咸腊肉腊鸭下酒菜四只,19.90,未知,115.0
1065,佳旭食品专营店,腊货美食鸭脚包腊鸭掌鸭爪翅心大个30只三宝小吃鸭爪待客下酒小吃,18.00,安徽,94.0
1066,爱懒猫食品专营店,百草味-蔓越莓曲奇100g网红美食手工饼干点心办公室零食糕点小吃,6.80,未知,36.0
1067,冰诺蓝柠,台湾特产美食小潘凤黄酥20入凤梨酥+蛋黄酥/凤凰酥糕点点心包顺丰,98.00,福建,200.0
1068,三圣宫食品旗舰店,三圣宫七星椒麻辣鸭锁骨四川特产小吃零食卤味美食熟食鸭架2袋,22.90,未知,7.0
1069,小林煎饼旗舰店,小林煎饼奶油酥饼台湾太阳饼点心糕点小吃食品抖音网红零食,35.00,上海,249.0
1070,新牧哥旗舰店,新牧哥 卤汁牛肉108g 内蒙古特产牛肉食品 麻辣牛肉零食小吃,18.90,未知,78.0
1071,如皋益生食品专营店,阿宽红油面皮麻酱味泡面组合寝室吃的速食凉皮混搭网红晚餐,17.90,未知,199.0
1072,杨金海欧巴,零食大礼包三只松鼠女生小吃美食整箱超大巨型休闲食品混装散装自,189.00,上海,81.0
1073,戴记徽尚坊旗舰店,安徽腊鸭腿腌制风干咸鸭腿咸肉腊肉腌鸭腿肉4只腊鸭腊味煲仔,19.90,未知,152.0
1074,张鸭子旗舰店,张鸭子麻辣鸭脖子办公室肉类零食小包装手撕小吃真空卤味卤菜,34.80,重庆,36.0
1075,法根食品旗舰店,法根手工葱油饼馅饼180g杭州特产传统糕点点心老年人零食糕点,9.90,浙江,280.0
1076,zhanghang459,宁波特产正宗南塘豆酥糖 芝麻糖 糕点零食小吃美食点心糖果 包邮,12.88,浙江,3.0
1077,欣欣食品1998,买20送20休闲零食麻辣小吃老长沙炸炸肠10包烤香肠火腿肠热狗,13.57,广东,0.0
1078,李子柒旗舰店,李子柒红油面皮香辣速食方便面泡面食品干拌面擀面皮即食2杯预售,29.90,浙江,60000.0
1079,颖点食品专营店,蛋黄酥雪媚娘面包整箱早餐食品全国小吃网红零食糕点心好吃的,6.70,福建,118.0
1080,咀香园旗舰店,老字号咀香园腰果酥广东中山特产传统糕点点心零食美食酥饼180g,17.50,广东,24.0
1081,零肆零食品专营店,百草味肉松饼260g 传统糕点网红零食特色小吃美食点心早餐好吃的,11.90,未知,67.0
1082,百草味零食连锁,【百草味-夹心麻薯210gx3袋】零食特产美食小吃 糕点点心早餐食品,26.90,浙江,3038.0
1083,爱比邻食品专营店,黄老五原味小麻花160g 四川特产美食网红零食黑糖味小吃小袋装,21.90,未知,2.0
1084,乐乐蜂蜜园,现货老友粉 正宗包邮广西南宁老友河粉切粉特色风味5袋装特产,59.60,广西,534.0
1085,elaine陈银玲,中华老字号美食潮汕特产小吃 网红零食 老山合猪头粽猪肉棕包邮,59.00,广东,579.0
1086,qq83393468,澳门特产钜记饼家 鲜蛋卷礼盒 澳门传统蛋卷糕点手信年货送礼,159.80,澳门,172.0
1087,爱懒猫食品专营店,百草味蜜汁金钱肉120g零食猪肉干肉脯火腿肠舌尖上的美食特产,18.80,未知,15.0
1088,吃货食品专营店,百草味爆浆麻薯210g*3袋 抹茶味糕点糯米糍网红零食,9.90,湖北,9.0
1089,腾飞的小猪旗舰店,东北延边朝鲜特产小吃凉拌小软香辣牛板筋自拌大包装零食特色,13.50,未知,253.0
1090,简车随行企业店,荣昌五香辣脆皮烤乳猪舌尖美食五花烤肉香猪整只全猪卤猪熟食送礼,328.00,重庆,46.0
1091,伟臣食品专营店,【百草味椰丝球210g*5袋】糕点甜点小包装零食早餐蛋糕吃特色,14.80,河南,9.0
1092,zhaoyang661,T传统美食温州特产小吃乡牧郎泡鸭掌香辣卤味鸭爪60g*50包包邮,192.00,浙江,113.0
1093,浔阳楼食品旗舰店,【江西名牌】茶点庐山茶饼江西特产小吃点心九江传统糕点休闲,9.80,未知,47.0
1094,兴为思食品专营店,阿宽地域美食大礼包红油面皮酸辣粉螺蛳粉花甲粉甜水面火鸡面组合,13.90,未知,3.0
1095,零肆零食品专营店,百草味香辣土豆片210g办公室休闲零食小吃网红美食8090小时候怀旧,8.80,未知,72.0
1096,辣小鸭旗舰店,辣小鸭麻辣鸭脖零食卤味年货吃货东北美食特产熟食即食网红小吃,18.90,吉林,34.0
1097,麦吉零食,【买1送1】红糖肚脐饼双炉饼年货美食潮汕特产传统糕点拍一发40个,19.80,广东,9500.0
1098,沧澜流转,正宗鲍师傅肉松小贝 蟹黄酥松小贝 肉松蛋糕鲍师傅糕点 南京,43.00,江苏,359.0
1099,老四川旗舰店,老四川 五香牛肉干36g 重庆四川特产金角特产传统美食零食小吃,11.50,重庆,283.0
1100,无锡精致美食,江苏美食 每日现做套肠 同肠 原味 真空冰鲜 顺丰快递 全国天天发,85.00,江苏,159.0
1101,荣欣堂旗舰店,荣欣堂胡麻油太谷饼400g 山西特产美食美味零食糕点,16.80,山西,63.0
1102,千虎食品专营店,好欢螺螺蛳粉400g柳州螺狮粉正宗包邮米粉米线酸辣粉速食特产,14.90,广西,41.0
1103,辣小鸭旗舰店,辣小鸭麻辣鸭胗肉食熟食 即食地方美食小吃香辣东北特产网红零食,20.90,吉林,28.0
1104,沧澜流转,南京千里酥 爆浆肉松卷 肉松沙拉卷 肉松蛋糕 肉松小贝 南京,20.00,江苏,1501.0
1105,awjblk88,台湾发顺丰小马哥荐特产零美食品嘉味轩鲜奶太阳饼10入糕点心中秋,159.00,台湾,98.0
1106,北鱼食品专营店,【百草味-猪肉脯60g*5袋】散装美食小吃零食靖江肉干肉休闲熟食,19.90,湖北,6.0
1107,huigoubaihuo,三只松鼠蜀香牛肉100g*5袋麻辣味休闲零食小吃肉脯手撕牛肉干,68.00,广东,247.0
1108,周黑鸭食品旗舰店,【周黑鸭旗舰店_锁鲜】卤鸭脖320g美食特产 麻辣小零食 休闲食品,37.80,上海,8000.0
1109,周黑鸭食品旗舰店,【薇娅推荐】周黑鸭锁鲜气调盒装卤鸭脖200g鸭锁骨240g 特产,48.80,未知,100.0
1110,奇圣旗舰店,【西藏美食】奇圣 高原美食 藏式风味 休闲零食 灯影牦牛肉106g,23.90,西藏,62.0
1111,当当网官方旗舰店,【当当网 正版包邮】红楼飨宴：红楼梦 大观园里20道美食，新手在家也能做出来,51.00,北京,8.0
1112,徽味和旗舰店,徽味和黑白芝麻饼糕点心零食传统美食小吃玉麻饼徽州酥,14.90,安徽,361.0
1113,郑雨嘉62,思奇香手撕牛肉干 四川大凉山特产西昌美食 五香麻辣500g散装包邮,128.00,四川,416.0
1114,味佳林旗舰店,味佳林绿豆糕上海特产桂花绿豆饼糕点好吃的美食吃货零食散装,18.80,上海,26.0
1115,呆鲜生,全店满3袋包邮！秘制麻辣猪肚 卤味肉类熟食私房菜下酒菜小吃,18.80,四川,1321.0
1117,yuyang1245011,纯手工制作松花鸡腿肠500g正宗哈尔滨红肠东北特产熟食卤味零食,29.90,未知,1548.0
1118,兔子0883,抖音网红美食罗森便利店罗森冰皮月亮蛋糕巧克力芒果香芋草莓包邮,52.90,江苏,1267.0
1119,无锡精致美食,毛华玉兰饼-无锡小吃-毛华美食-鲜肉20只装-冰鲜包装-全国天天发,85.00,江苏,448.0
1120,众望食品旗舰店,湖北可发货众望小麻花独立小包装袋装零食手工食品糕点350g,19.90,湖北,3.0
1121,爱上我食品专营店,百草味韩式辣年糕160g甜辣年糕办公室休闲零食糕点特产美食小吃,7.50,未知,116.0
1122,hgd3108,安徽无为特产美食正宗无为马记板鸭卤鸭卤鹅特色卤味小吃顺丰包邮,58.00,安徽,1048.0
1123,恬品汇食品专营店,达利园瑞士卷早餐面包下午茶糕点四口味蛋糕3斤美食点心小吃零食,19.90,未知,5.0
1124,福果堂食品专营店,百草味小米锅巴80g*4袋麻辣味香脆锅巴脆片膨化食品零食小吃,13.80,未知,11.0
1125,maxue1630,伊味儿乾牛筋500g即食卤味熟食牛蹄筋美食牛肉休闲零食板筋小包装,55.80,江苏,1350.0
1126,辣小鸭旗舰店,辣小鸭黑茶鸭头麻辣即食零食特产地方特色美食小吃120g香辣小零食,18.90,吉林,39.0
1127,戴记徽尚坊旗舰店,年货美食安徽风干腌制腊鸭咸肉鸭腊腊板鸭整只腊味下酒火锅小菜,28.00,未知,180.0
1128,wg王刚1590,美食作家王刚自贡特色冷吃兔麻辣兔丁200g/袋休闲零食包邮,29.80,四川,2028.0
1129,lcsj3166,云南特产临沧沧源佤膳香酥牛肉干牛干巴条美食零食大袋家庭独立装,119.00,云南,266.0
1130,听风花满楼,梅菜扣肉饼500g麦饼软黄山特产梅干菜烧饼手工饼薄饼烤好吃咸,29.80,安徽,1633.0
1131,猫乐享食品店,湖南特产 安乡杨矮子酱板鸭 辣酱鸭正宗安乡香辣/特辣美食小吃,45.00,湖南,425.0
1132,祥禾饽饽铺,祥禾饽饽铺手工糕点一字酥 传统老手艺 葱油咸香芝麻小吃美食500g,27.50,天津,948.0
1133,信阳三只熊猫食品专营店,百草味凤梨酥300g盒装休闲零食品糕点心小吃传统美食特产饼干批发,16.90,未知,11.0
1134,季宜国,抖音网红美食虎皮饽饽饼糕点手工木糖醇芝士拉丝多口味紫薯仙豆糕,60.00,江苏,1675.0
1135,澳门特产批发城,澳门特产猪肉脯香记肉铺干广东香港手信美食小吃零食充饥夜宵整箱,59.90,广东,367.0
1136,嘉华鲜花饼分公司,嘉华鲜花饼现烤玫瑰花饼500g云南特产美食小吃网红糕点零食礼包,38.00,未知,275.0
1137,天天想周周,好欢螺柳州螺蛳粉300g*3袋正宗广西特产螺丝狮粉方便速食包邮,38.70,广西,278.0
1138,宣城琪瑞食品专营店,安徽腌制风干板鸭咸鸭子腊味咸鸭肉整只腊鸭板鸭整只火锅煲仔,24.60,未知,36.0
1139,沧澜流转,南京千里酥 爆浆沙拉虎皮肉松 肉松小贝沙拉卷糕点点心 南京,21.00,江苏,4255.0
1140,零食屋食品专营店,【百草味-牛扎奶芙160g】零食特产美食雪花酥糕点牛轧糖沙琪玛,14.80,未知,1.0
1141,无锡精致美食,千张包 百叶包 鲜肉 百叶卷 无锡特产美食 手工制作 顺丰冰鲜包装,39.99,江苏,682.0
1142,优卓丽食品旗舰店,自贡冷吃牛肉100g灯影牛肉丝卤味肉类零食休闲美食熟食真空即食,21.80,未知,141.0
1143,辣小鸭旗舰店,辣小鸭黑茶鸭翅小包装香辣卤味熟食美食小吃零食小零食休闲食品,19.90,吉林,27.0
1144,信阳三只熊猫食品专营店,满300减200【百草味-泡椒猪皮200g】麻辣肉食猪皮卷卤味熟品,36.80,未知,3.0
1145,味佳林旗舰店,味佳林 凤梨酥礼盒 休闲零食小吃美食糕点特产点心食品280克*2盒,25.80,上海,172.0
1146,shanghai4989,韩国cj自热米饭速食方便米饭白米饭加热即食饭韩国料理食品,89.99,上海,137.0
1147,老四川旗舰店,【老四川 金角烧烤牛肉138g】牛肉干重庆特产麻辣美食零食小吃,23.80,重庆,3.0
1148,l41594360420,凤翔豆花泡馍4份 无豆花比羊肉泡馍好吃 宝鸡美食陕西安小吃包邮,35.20,陕西,1409.0
1149,糊布啦臭臭,核桃派中西甜点老味传统桃仁手工西式糕点心零食美食,36.90,天津,699.0
1150,福果堂食品专营店,百草味肉松饼260g早餐零食原味小吃美食肉松早餐饼糕点心休闲零食,8.90,未知,21.0
1151,hongse1018,台湾直邮阿聪师芋头酥 小芋仔咸蛋黄麻糬芋头酥6入 正品保证,159.00,台湾,274.0
1152,王皖庶,台湾美食金门高坑原味牛肉干高粱酒鲜嫩多汁任意口味满3包包邮,56.00,福建,283.0
1153,百草味淘道专卖店,【百草味-高蛋白健身牛肉60g】牛肉干休闲零食小吃肉类熟食,23.90,未知,3.0
1154,meatylalen,长沙南门口浪哥捆鸡抖音网红美食熟食凉菜,46.00,湖南,338.0
1155,吃货食品专营店,百草味甜辣味鸭脖子170g武汉零食小吃卤味小包装麻辣熟食,10.90,湖北,3.0
1156,柒味岛食品专营店,阿宽重庆小面麻辣味速食方便杂酱泡面麻辣拌面5袋组合装宵夜,19.90,未知,2.0
1157,猫趣食品专营店,可比克爽口烧烤香辣番茄青瓜味薯片60g 休闲煲剧美食膨化零食小吃,3.50,广东,38.0
1158,unique丶xmz,味斯美手撕肉条10g*10袋肉制辣条小零食儿童早餐休闲轻松点肉条,17.80,上海,42.0
1159,兜兜儿里没糖,绿茶佛饼芋泥香芋芝麻饼酒店糕点小吃半成品饭店美食冷冻油炸点心,8.80,江苏,9.0
1160,玄黎玄黎,湖南特产常德长沙正宗手撕酱板鸭香辣风干烤鸭美食熟即食零食小吃,149.56,湖南,5.0
1161,周黑鸭食品旗舰店,【周黑鸭旗舰店_锁鲜】气调盒装卤鸭锁骨240g 美食特产零食品小吃,28.60,上海,9000.0
1162,周黑鸭食品旗舰店,【周黑鸭旗舰店_真空小包装】卤凤爪鸡爪150g*2袋 美食零食小吃,49.20,未知,197.0
1163,千味源食品专营店,千丝手撕面包整箱早餐全麦美食懒人速食蛋糕点心小吃的休闲零食品,8.10,未知,317.0
1164,当当网官方旗舰店,【当当网 正版书籍】世界美食大师丛书：甜品,53.90,北京,1.0
1165,当当网官方旗舰店,孤独星球Lonely Planet旅行读物系列:泰国美食之旅,43.00,北京,5.0
1166,零食屋食品专营店,【百草味蔓越莓抹茶味曲奇100g】网红美食儿童饼干点心办公室零食,9.50,未知,23.0
1167,爱上我食品专营店,猪肉脯100g 百草味休闲食品靖江办公室肉片肉干美食网红零食小吃,9.90,未知,62.0
1168,众望食品旗舰店,湖北可发货众望火锅小麻花湖北美食手工小吃传统糕点小袋装180g,9.90,湖北,6.0
1169,仙都辣酱鸭,仙都辣酱鸭 酱板鸭 湖南特产醴陵特色香辣小吃美食品零食礼品包邮,89.71,湖南,178.0
1170,新农食品专营店,腊鸭腿咸鸭腿美食腌制腊味下饭菜安徽风味腌肉腊肉咸肉腊味煲仔饭,7.50,安徽,340.0
1171,景天浩,和果子日式豆沙糕点网红颜值美食礼盒纯手工好吃的正宗和菓子零食,79.00,江苏,132.0
1172,温州特产网购店,温州特产藤桥牌精品大鸭舌头500gX2包美食小吃的零食品大礼包礼盒,285.00,浙江,45.0
1173,浙里醉美,德辉薄酥饼梅干菜扣肉金华网红零食小吃浙江特产美食黄山烧饼包邮,58.80,浙江,359.0
1174,森林女大王2008,台湾美食 超人气！！台湾 洪瑞珍 三明治 １２枚装 顺丰包邮,193.50,福建,57.0
1175,季宜国,孙俪爱吃的网红小吃美食糯米凉糕甜过初恋 7层食材蒸镜糕古法甑糕,65.00,江苏,1289.0
1176,吴翠化,四川美食广元剑阁特产凉山王勇牛肉400g卤牛肉麻辣五香味2袋包邮,57.00,四川,544.0
1177,赵春泽泽泽泽,生酮套餐生酮吧生酮蛋糕生酮美食低碳生酮零食无面粉无麸质无糖,249.80,山东,74.0
1178,温州特产网购店,温州特产 藤桥牌鸭舌头500g 网红推荐美食小吃的卤味零食大礼包,130.00,浙江,110.0
1179,匠心食品专营店,可比克薯片烧烤香辣番茄青瓜味土豆薯片60g休闲美食膨化零食小吃,12.80,广东,3.0
1180,不错不错_007,[重荣] 脆皮五花肉 烤肉 烤猪肉类熟食即食五香麻辣味200克X2,68.60,重庆,573.0
1181,广东温氏食品公司,广东温氏盐焗老鸡850g美食盐鸡手撕鸡口水鸡熟食粤菜特产嚼劲十足,59.90,未知,853.0
1182,思乃客食品专营店,徐福记沙琪玛320g装老式软糯传统糕点点心早餐代餐零食品小吃,14.90,未知,4.0
1183,美味来这里,老米家羊肉泡馍5包装1700g陕西特产西安小吃回民街特色清真,89.90,陕西,427.0
1184,三只松鼠品牌折扣店,三只松鼠黄金肉松饼整箱1050g早餐面包2斤食品糕点心小吃456g,28.60,未知,231.0
1185,榎屋回味悠长,榎屋 照烧酱汁丸子串日本美食日式干吃软糯Q弹爆款传统糕点零食,36.00,浙江,317.0
1186,妙香亨食品专营店,百草味山核桃仁小酥210g满99减40网红早餐点心糕点小吃品袋装,11.90,北京,2.0
1187,hongse1018,台中直航站 台湾美食代购直邮 国宴点心 先麦芋头酥6入一盒无添加,99.00,台湾,165.0
1188,鼎贞食品专营店,百草味鸭腿100g麻辣五香卤味鸭货小吃零食熟食即食真空网红,10.50,广东,24.0
1189,无锡精致美食,无锡美食小吃 毛华 生煎包 鲜肉现做 鲜肉30只顺丰冰鲜全国天天发,89.00,江苏,135.0
1190,zx域衅,清明果 青团 温岭特产美食 6个装 鲜咸口味,30.00,浙江,258.0
1191,乐佳优品食品专营店,百草味蔓越莓曲奇饼干100g手工点心早餐美食办公室零食休闲小吃,9.90,未知,3.0
1192,a717124727,哈肉联精制红肠125g*26支 正宗哈尔滨瘦肉香肠 东北特产 包邮,228.00,黑龙,81.0
1193,忆初食品专营店,李八味阜宁大糕正宗网红美食江苏特产云片桂花糕点休闲零食300g装,9.90,江苏,144.0
1194,沧澜流转,正宗鲍师傅 鳕贝 招牌肉松小贝 肉松蛋糕鲍师傅糕点 南京特产,30.00,江苏,1605.0
1195,a717124727,正宗哈尔滨风味红肠 哈肉联红肠110g*30老式传统香肠东北特产,188.00,黑龙,30.0
1196,尚可食品专营店,米老头芝麻棒米果能量棒夹心休闲食品网红零食小吃好吃的特产,7.80,福建,35.0
1197,small慈,包邮 好欢螺螺蛳粉广西柳州原味螺丝粉特产美食400g*10袋礼,149.00,广西,90.0
1198,咔啰卡曼食品旗舰店,咔啰卡曼夹心蛋卷饼干年货置办礼包网红零食小吃休闲食品礼袋616g,73.80,未知,128.0
1199,华诺食品专营店,香辣零食大礼包休闲食品整箱麻辣充饥夜宵一箱小吃网红肉小送女友,22.80,湖南,1528.0
1200,食尚好丽来旗舰店,好丽来正宗阜宁大糕老字号江苏特产云片糕芝麻桂花糕手工散小包装,15.80,未知,2848.0
1201,雾里成熟,台湾特产巷内美食特产 小潘蛋糕坊凤凰酥蛋黄凤梨酥送礼优选,75.00,福建,169.0
1202,可人的宝宝,桂小萌螺蛳粉正宗广西柳州螺蛳粉速食网红美食螺蛳粉305g*5袋装,55.90,广西,926.0
1203,海南粉叔,海南粉叔美食腌粉陵水酸粉正宗包邮3包特产速食,56.00,海南,328.0
1204,三只松鼠坚果at茶,满减【三只松鼠_蜀香牛肉100g】休闲零食小吃肉脯特产牛肉干,29.90,安徽,2143.0
1205,小牛的烤肉,刘立民脆皮烤肉五花肉云南特产小吃美食熟食地方特色即食非猪油渣,39.70,云南,1418.0
1206,沧澜流转,回味鸭血粉丝汤 南京 鸭血粉丝 独立真空包装 新鲜 南京特色,22.50,江苏,864.0
1207,海东青水产,琴岛印象脂渣 青岛五花肉粕现做猪油渣香脆充饥美食生酮无糖包邮,58.48,山东,480.0
1208,meijulai,重庆荣昌土特产脆皮烤乳猪整只全猪肉熟食舌尖美食烤猪送礼大盒装,188.00,重庆,66.0
1209,盛合食品专营店,来伊份虾条 鱿鱼卷薯条膨化食品超大包好吃零食上海小吃188g,10.90,上海,6.0
1210,女良子軍,好欢螺螺蛳粉柳州特产美食酸辣粉300gx5袋螺狮粉速食方便面米线,64.50,北京,270.0
1211,安少1988,椰烩海南抱罗粉正宗文昌腌粉传统美食245g*5牛肉米粉特产海南粉,79.80,广东,146.0
1212,美丽的误会1936,抖音网红美食虎皮饽饽传统糕点手工芝士拉丝仙芋紫薯绿豆仙豆糕,29.87,江西,912.0
1213,周黑鸭食品旗舰店,【周黑鸭旗舰店_锁鲜】气调盒装卤鸡翅尖280g*2 美食特产零食小吃,57.80,上海,185.0
1214,周黑鸭食品旗舰店,【周黑鸭旗舰店】鸭鸭投食大礼包 美食特产零食休闲小吃 包邮,43.80,未知,228.0
1215,当当网官方旗舰店,巴蜀江湖菜历史调查报告（40道名吃，46幅地图，巴蜀江湖攻略，江湖川菜的当代史）,40.00,北京,1.0
1216,温州特产网购店,浙江特产藤桥牌珍品熏鸡腊鸡三黄鸡温州特色小吃休闲送礼佳品,45.00,浙江,466.0
1217,沧澜流转,爸爸糖手工吐司 网红吐司面包早餐零食小吃 糕点点心美食下午茶,28.00,江苏,1018.0
1218,沧澜流转,南京美食千里酥 紫米麻薯盒子 网红盒子沙拉蛋糕 甜点千层糕点心,20.00,江苏,551.0
1219,西藏林源土特产,藏林源 西藏特产风干牦牛肉干美食手撕风干耗牛肉干250包邮,58.00,西藏,510.0
